Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1574	13256588	n/a	0	0	D7	N	0	01000000010	908	585	38.9	3.58	10.7	65532	908	n/a	47912	908	n/a	3732	902	n/a	4832	902	n/a	
1575	13256728	n/a	0	0	D7	N	0	00000011000	64	15.3	0.23	0.03	0.11	31988	64	n/a	752	64	n/a	96	62	n/a	316	62	n/a	
1576	13256852	n/a	0	0	D7	N	0	00000011000	62	13.6	0.09	0.03	0.06	30032	62	n/a	224	62	n/a	64	62	n/a	128	62	n/a	
1577	13257271	n/a	0	0	D7	N	0	01000000010	884	559	33.2	3.12	10.3	65532	884	n/a	37896	884	n/a	3028	872	n/a	4124	878	n/a	
1578	13257431	n/a	0	0	D7	N	0	01000000010	930	459	24.3	2.23	6.67	59212	930	n/a	18500	930	n/a	1480	912	n/a	1984	918	n/a	
1579	13259206	n/a	0	0	D7	N	0	01000000010	928	433	35.8	3.74	11.9	65532	928	n/a	65532	922	n/a	7640	920	n/a	11832	920	n/a	
1580	13259724	n/a	0	0	D7	N	0	00000011000	64	13.4	0.08	0.01	0.05	26764	64	n/a	152	64	n/a	52	54	n/a	188	60	n/a	
1581	13259724	n/a	0	0	D7	N	0	00000011000	62	13.8	0.24	0.04	0.07	29336	62	n/a	580	62	n/a	92	62	n/a	188	60	n/a	
1582	13260934	n/a	0	0	D7	N	0	01000000010	700	479	35.5	3.20	8.90	65532	700	n/a	46872	700	n/a	3660	698	n/a	4484	694	n/a	
1583	13268967	n/a	0	0	D7	N	0	01000000000	580	142	0.42	0.11	1.21	26368	580	n/a	112	576	n/a	48	434	n/a	316	572	n/a	
1584	13270584	n/a	0	0	D8	N	0	00000011100	72	7.82	0.03	0.01	0.01	12036	72	n/a	68	70	n/a	40	48	n/a	52	46	n/a	
1585	13288276	n/a	0	0	D8	N	0	00000000000	410	88.0	0.29	0.07	0.65	35028	410	n/a	144	410	n/a	48	304	n/a	272	398	n/a	
1586	13305901	n/a	0	0	D9	N	0	01000000010	490	278	44.7	3.78	7.16	65532	490	n/a	46156	490	n/a	3572	486	n/a	5168	484	n/a	
1587	13305903	n/a	0	0	D9	N	0	01000000010	880	489	45.8	4.05	11.4	63724	880	n/a	45556	880	n/a	3508	858	n/a	4088	868	n/a	
1588	13305928	n/a	0	0	D9	N	0	01000000010	1012	614	34.6	3.27	11.3	65532	1012	n/a	27036	950	n/a	2176	942	n/a	2648	964	n/a	
1589	13305931	n/a	0	0	D9	N	0	01000000010	912	486	38.7	3.36	9.21	57324	912	n/a	37788	912	n/a	2844	896	n/a	3868	904	n/a	
1590	13305945	n/a	0	0	D9	N	0	01000000010	888	554	39.5	3.57	10.2	62840	888	n/a	37868	888	n/a	2932	878	n/a	3632	876	n/a	
1591	13305985	n/a	0	0	D9	N	0	01000000010	892	540	41.7	3.76	11.2	65532	892	n/a	38584	840	n/a	3028	842	n/a	3932	838	n/a	
1592	13305996	n/a	0	0	D9	N	0	01000000010	772	430	31.9	2.93	9.77	60520	772	n/a	31932	754	n/a	2440	742	n/a	3304	762	n/a	
1593	13305998	n/a	0	0	D9	N	0	01001000010	684	437	37.7	3.90	19.8	65532	684	n/a	30792	664	n/a	2444	654	n/a	8988	666	n/a	
1594	13306014	n/a	0	0	D9	N	0	01000000010	590	342	34.4	3.11	8.69	65532	590	n/a	28184	590	n/a	2236	590	n/a	2892	590	n/a	
1595	13306024	n/a	0	0	D9	N	0	01000000010	926	350	31.8	2.74	6.38	60308	926	n/a	61392	872	n/a	4736	860	n/a	5088	874	n/a	
1596	13306025	n/a	0	0	D9	N	0	01000000010	1294	709	62.6	5.25	12.2	62248	1294	n/a	38376	1294	n/a	3040	1282	n/a	3464	1284	n/a	
1597	13306026	n/a	0	0	D9	N	0	01000000010	798	431	38.7	3.31	7.72	65532	798	n/a	37008	752	n/a	2844	746	n/a	3644	752	n/a	
1598	13306030	n/a	0	0	D9	N	0	01000000010	940	438	41.9	3.61	7.43	53224	940	n/a	38664	940	n/a	2996	928	n/a	3504	926	n/a	
1599	13306084	n/a	0	0	D9	N	0	01000000010	738	264	29.8	2.49	4.60	51268	738	n/a	40368	726	n/a	3140	708	n/a	3384	736	n/a	
1600	13306099	n/a	0	0	D9	N	0	01000000010	590	207	29.4	2.37	3.76	65532	590	n/a	52868	568	n/a	4128	554	n/a	5428	556	n/a	
1601	13306100	n/a	0	0	D9	N	0	01000000010	852	576	27.0	2.78	11.5	65532	852	n/a	22700	852	n/a	1740	848	n/a	2468	846	n/a	
1602	13306102	n/a	0	0	D9	N	0	01000000010	864	453	42.0	3.69	11.0	65532	864	n/a	65532	822	n/a	5252	826	n/a	7384	824	n/a	
1603	13306116	n/a	0	0	D9	N	0	01000000010	652	325	34.0	2.90	6.68	65532	652	n/a	33868	642	n/a	2644	640	n/a	3296	644	n/a	
1604	13306119	n/a	0	0	D9	N	0	01000000010	716	462	44.0	3.85	9.77	65532	716	n/a	46868	702	n/a	3716	692	n/a	4636	690	n/a	
1605	13306138	n/a	0	0	D9	N	0	01000000010	926	577	24.3	2.42	8.63	65532	926	n/a	19400	926	n/a	1512	922	n/a	2160	916	n/a	
1606	13306146	n/a	0	0	D9	N	0	01000000010	660	403	41.4	3.79	11.3	65532	660	n/a	35432	642	n/a	2888	618	n/a	4092	634	n/a	
1607	13306151	n/a	0	0	D9	N	0	01000000010	688	448	33.1	3.17	11.3	65532	688	n/a	21712	688	n/a	1744	682	n/a	3504	682	n/a	
1608	13306155	n/a	0	0	D9	N	0	01000000010	660	327	30.8	2.56	4.99	52580	660	n/a	48048	638	n/a	3796	610	n/a	4724	634	n/a	
1609	13306155	n/a	0	0	D9	N	0	01001000010	1722	674	50.0	4.36	13.9	53868	1722	n/a	30596	1592	n/a	2376	1578	n/a	2964	1612	n/a	
1610	13306199	n/a	0	0	D9	N	0	01000000010	914	505	27.2	2.60	9.06	53876	914	n/a	40584	870	n/a	3144	872	n/a	3620	882	n/a	
1611	13306206	n/a	0	0	D9	N	0	01000000010	1018	587	48.9	4.24	10.7	65532	1018	n/a	41000	972	n/a	3240	956	n/a	3988	976	n/a	
1612	13306251	n/a	0	0	D9	N	0	01000000010	944	532	38.7	3.55	12.0	64868	944	n/a	34744	886	n/a	2608	898	n/a	3824	910	n/a	
1613	13306252	n/a	0	0	D9	N	0	01001000010	1548	723	71.3	5.88	15.5	51244	1548	n/a	43556	1474	n/a	3340	1452	n/a	4056	1498	n/a	
1614	13306273	n/a	0	0	D9	N	0	01000000010	850	373	30.3	2.75	7.92	53332	850	n/a	30284	810	n/a	2404	814	n/a	2852	830	n/a	
1615	13306274	n/a	0	0	D9	N	0	01000000010	808	419	32.2	2.77	6.49	55048	808	n/a	35692	808	n/a	2732	800	n/a	3152	790	n/a	
1616	13306283	n/a	0	0	D9	N	0	01000000010	656	255	23.9	1.96	3.86	39588	656	n/a	26320	636	n/a	2024	602	n/a	2444	630	n/a	
1617	13306289	n/a	0	0	D9	N	0	01000000010	584	204	18.7	1.57	3.20	40292	584	n/a	31732	556	n/a	2428	552	n/a	2836	550	n/a	
1618	13306334	n/a	0	0	D9	N	0	01000000010	840	509	46.7	4.09	11.5	65532	840	n/a	46180	814	n/a	3560	806	n/a	4704	816	n/a	
1619	13306335	n/a	0	0	D9	N	0	01000000010	852	473	33.1	2.98	8.58	57164	852	n/a	29192	850	n/a	2332	842	n/a	2800	852	n/a	
1620	13306337	n/a	0	0	D9	N	0	01000000010	530	382	47.1	4.24	11.8	65532	530	n/a	43444	530	n/a	3460	524	n/a	4852	526	n/a	
1621	13306338	n/a	0	0	D9	N	0	01000000010	768	422	34.8	2.99	7.30	62748	768	n/a	41028	728	n/a	3236	714	n/a	4008	742	n/a	
1622	13306339	n/a	0	0	D9	N	0	01000000010	576	292	30.3	2.65	5.69	65532	576	n/a	65532	548	n/a	5856	556	n/a	7320	558	n/a	
1623	13306354	n/a	0	0	D9	N	0	00000011000	60	9.62	0.12	0.01	0.06	23040	60	n/a	376	60	n/a	44	54	n/a	196	56	n/a	
1624	13306363	n/a	0	0	D9	N	0	01000000010	788	488	43.0	3.83	10.4	61624	788	n/a	40268	788	n/a	3216	780	n/a	4132	776	n/a	
1625	13306380	n/a	0	0	D9	N	0	01000000010	840	398	33.2	2.96	7.40	65532	840	n/a	36864	840	n/a	2860	840	n/a	3512	840	n/a	
1626	13306391	n/a	0	0	D9	N	0	01000000010	904	552	36.8	3.43	11.6	65532	904	n/a	34228	864	n/a	2656	842	n/a	3572	862	n/a	
1627	13306393	n/a	0	0	D9	N	0	01000000010	596	245	22.5	1.91	3.94	43788	596	n/a	41716	596	n/a	3276	592	n/a	3888	592	n/a	
1628	13306398	n/a	0	0	D9	N	0	01000000010	1012	641	50.4	4.47	11.7	65532	1012	n/a	40688	1012	n/a	3228	1008	n/a	4132	998	n/a	
1629	13306418	n/a	0	0	D9	N	0	01000000010	910	477	42.8	3.88	10.8	65532	910	n/a	54660	910	n/a	4260	908	n/a	5456	906	n/a	
1630	13306419	n/a	0	0	D9	N	0	01001000010	798	434	37.0	3.55	14.4	60472	798	n/a	35048	798	n/a	2744	780	n/a	5904	784	n/a	
1631	13306421	n/a	0	0	D9	N	0	01000000010	516	338	39.6	3.34	6.83	65532	516	n/a	42928	516	n/a	3368	516	n/a	4072	510	n/a	
1632	13306431	n/a	0	0	D9	N	0	01001000010	832	539	40.8	3.92	14.8	65532	832	n/a	45284	832	n/a	3508	824	n/a	4316	822	n/a	
1633	13306466	n/a	0	0	D9	N	0	01000000010	888	564	36.1	3.25	9.40	65532	888	n/a	50660	836	n/a	3928	842	n/a	5304	854	n/a	
1634	13306478	n/a	0	0	D9	N	0	01000000010	310	169	11.9	1.06	2.41	65532	310	n/a	12536	310	n/a	988	310	n/a	1532	310	n/a	
1635	13306483	n/a	0	0	D9	N	0	01000000010	842	504	28.9	2.70	7.85	65532	842	n/a	33560	842	n/a	2600	832	n/a	3316	842	n/a	
1636	13306501	n/a	0	0	D9	N	0	01001000010	958	660	46.1	4.39	13.4	65532	958	n/a	65532	958	n/a	6632	958	n/a	8416	956	n/a	
1637	13306532	n/a	0	0	D9	N	0	01000000010	862	537	39.3	3.59	11.0	65532	862	n/a	41028	814	n/a	3108	794	n/a	4056	828	n/a	
1638	13306544	n/a	0	0	D9	N	0	01000000010	868	505	42.6	3.81	9.87	63628	868	n/a	43168	868	n/a	3408	854	n/a	4136	864	n/a	
1639	13306605	n/a	0	0	D9	N	0	01000000010	896	539	43.6	3.89	10.9	61968	896	n/a	37792	896	n/a	2944	886	n/a	3480	892	n/a	
1640	13306615	n/a	0	0	D9	N	0	01000000010	614	257	27.4	2.28	4.48	44264	614	n/a	33124	614	n/a	2644	612	n/a	3152	610	n/a	
1641	13306638	n/a	0	0	D9	N	0	01001000010	706	490	34.9	3.65	18.4	65532	706	n/a	31660	706	n/a	2456	704	n/a	5636	700	n/a	
1642	13306647	n/a	0	0	D9	N	0	10000000000	178	14.6	0.30	0.04	0.06	7780	178	n/a	504	170	n/a	72	138	n/a	112	142	n/a	
1643	13306662	n/a	0	0	D9	N	0	00000000000	108	13.3	0.35	0.05	0.10	15828	108	n/a	596	108	n/a	88	98	n/a	132	108	n/a	
1644	13306716	n/a	0	0	D9	N	0	01000000010	476	234	23.2	1.93	3.93	65532	476	n/a	28532	476	n/a	2224	474	n/a	2548	474	n/a	
1645	13306741	n/a	0	0	D9	N	0	01000000010	690	423	41.2	3.78	11.8	65532	690	n/a	65024	690	n/a	5152	680	n/a	7408	680	n/a	
1646	13306749	n/a	0	0	D9	N	0	01001000010	738	518	55.9	5.02	13.7	65532	738	n/a	36640	738	n/a	2912	732	n/a	4432	732	n/a	
1647	13306762	n/a	0	0	D9	N	0	01000000010	806	546	27.7	2.71	9.77	65532	806	n/a	25616	752	n/a	2140	746	n/a	4796	772	n/a	
1648	13306762	n/a	0	0	D9	N	0	01000000010	626	294	32.3	2.69	5.26	51216	626	n/a	37860	600	n/a	2944	608	n/a	3672	600	n/a	
1649	13306769	n/a	0	0	D9	N	0	01000000010	664	464	39.8	3.64	11.0	65532	664	n/a	36624	644	n/a	3096	636	n/a	6960	644	n/a	
1650	13306783	n/a	0	0	D9	N	0	01000000010	648	398	54.4	4.75	12.9	65532	648	n/a	49004	606	n/a	3892	564	n/a	5376	588	n/a	
1651	13306820	n/a	0	0	D9	N	0	01000000010	918	539	38.9	3.58	9.95	65532	918	n/a	35008	918	n/a	2752	912	n/a	3496	910	n/a	
1652	13306981	n/a	0	0	D9	N	0	01000000010	684	384	23.5	2.17	6.08	65532	684	n/a	55548	676	n/a	4392	664	n/a	5632	668	n/a	
1653	13306990	n/a	0	0	D9	N	0	00000011100	66	11.0	0.13	0.02	0.06	20780	66	n/a	256	66	n/a	64	62	n/a	152	62	n/a	
1654	13307011	n/a	0	0	D9	N	0	01001000010	838	479	34.5	3.37	13.2	65532	838	n/a	34456	818	n/a	2764	812	n/a	3936	838	n/a	
1655	13307091	n/a	0	0	D9	N	0	00000011100	64	11.2	0.08	0.02	0.07	21532	64	n/a	152	64	n/a	44	58	n/a	240	56	n/a	
1656	13307133	n/a	0	0	D9	N	0	00000000000	90	15.3	0.11	0.03	0.08	17940	90	n/a	164	90	n/a	60	86	n/a	124	82	n/a	
1657	13307142	n/a	0	0	D9	N	0	00000000000	106	31.3	0.28	0.05	0.23	38704	106	n/a	424	106	n/a	88	102	n/a	364	98	n/a	
1658	13307144	n/a	0	0	D9	N	0	01000000010	856	533	39.6	3.65	11.2	64372	856	n/a	30764	856	n/a	2376	848	n/a	2488	842	n/a	
1659	13307259	n/a	0	0	D9	N	0	01000000010	860	560	37.2	3.45	10.5	65532	860	n/a	59516	860	n/a	4648	846	n/a	5768	850	n/a	
1660	13307373	n/a	0	0	D9	N	0	01000000010	1206	609	29.5	2.96	12.1	60576	1206	n/a	16680	1206	n/a	1264	1204	n/a	1784	1202	n/a	
1661	13307387	n/a	0	0	D9	N	0	01000000010	886	417	21.5	2.09	6.47	65532	886	n/a	18660	886	n/a	1432	876	n/a	1840	876	n/a	
1662	13307387	n/a	0	0	D9	N	0	01000000010	334	132	11.5	0.95	2.02	65532	334	n/a	12560	334	n/a	964	332	n/a	1308	334	n/a	
1663	13307402	n/a	0	0	D9	N	0	01000000010	780	376	32.4	2.79	6.85	49244	780	n/a	31628	748	n/a	2444	750	n/a	3208	774	n/a	
1664	13307448	n/a	0	0	D9	N	0	01000000010	810	440	27.9	2.62	8.27	65532	810	n/a	58868	780	n/a	4716	780	n/a	6384	782	n/a	
1665	13307483	n/a	0	0	D9	N	0	01000000010	854	499	46.5	4.01	10.2	65532	854	n/a	43116	814	n/a	3348	802	n/a	3844	838	n/a	
1666	13307517	n/a	0	0	D9	N	0	01000000010	980	536	38.7	3.58	11.1	65532	980	n/a	40980	980	n/a	3180	980	n/a	4236	980	n/a	
1667	13307530	n/a	0	0	D9	N	0	01001000010	958	574	33.4	3.35	14.2	65532	958	n/a	32160	896	n/a	2472	908	n/a	3232	904	n/a	
1668	13307561	n/a	0	0	D9	N	0	01000000010	1094	486	39.3	3.49	8.80	65532	1094	n/a	36032	1094	n/a	2800	1078	n/a	3256	1076	n/a	
1669	13307636	n/a	0	0	D9	N	0	01000000010	544	330	28.6	2.55	6.40	65532	544	n/a	41540	544	n/a	3300	544	n/a	4084	544	n/a	
1670	13307650	n/a	0	0	D9	N	0	01001000010	960	622	45.3	4.20	14.1	65532	960	n/a	35284	960	n/a	2796	946	n/a	3776	942	n/a	
1671	13307674	n/a	0	0	D9	N	0	01000000010	666	416	48.9	4.30	11.1	65532	666	n/a	46280	648	n/a	3752	646	n/a	7128	656	n/a	
1672	13307788	n/a	0	0	D9	N	0	01000000010	996	659	51.3	4.50	12.7	65532	996	n/a	45532	934	n/a	3516	920	n/a	4224	944	n/a	
1673	13308054	n/a	0	0	D9	N	0	00000000000	100	54.7	0.91	0.12	0.47	65532	100	n/a	1944	100	n/a	208	96	n/a	776	100	n/a	
1674	13308095	n/a	0	0	D9	N	0	01000000010	704	450	45.5	4.15	12.3	65532	704	n/a	44988	704	n/a	3464	702	n/a	4692	700	n/a	
1675	13308095	n/a	0	0	D9	N	0	00000000000	82	24.2	0.14	0.01	0.11	35532	82	n/a	312	66	n/a	36	44	n/a	272	66	n/a	
1676	13308131	n/a	0	0	D9	N	0	10000000000	170	13.3	0.34	0.05	0.06	7024	170	n/a	484	168	n/a	60	152	n/a	116	144	n/a	
1677	13308190	n/a	0	0	D9	N	0	00000000000	146	13.5	0.23	0.04	0.08	12928	146	n/a	268	146	n/a	60	132	n/a	104	132	n/a	
1678	13308196	n/a	0	0	D9	N	0	00000000000	86	10.2	0.20	0.02	0.05	17584	86	n/a	356	86	n/a	60	74	n/a	108	76	n/a	
1679	13308289	n/a	0	0	D9	N	0	01000000010	514	317	41.2	4.04	11.4	65532	514	n/a	65532	512	n/a	7036	464	n/a	10612	482	n/a	
1680	13308526	n/a	0	0	D9	N	0	00000000000	90	10.5	0.33	0.04	0.06	12976	90	n/a	868	90	n/a	104	68	n/a	104	88	n/a	
1681	13308649	n/a	0	0	D9	N	0	01000000010	876	470	38.0	3.47	10.9	60328	876	n/a	35756	820	n/a	2840	800	n/a	3840	840	n/a	
1682	13309035	n/a	0	0	D9	N	0	10000000000	200	24.7	0.52	0.06	0.08	11916	200	n/a	880	200	n/a	76	180	n/a	80	172	n/a	
1683	13309041	n/a	0	0	D9	N	0	01000000010	846	544	31.3	2.91	8.96	63740	846	n/a	47704	798	n/a	3712	782	n/a	4484	804	n/a	
1684	13309306	n/a	0	0	D9	N	0	01000000010	680	492	50.3	4.39	11.4	65532	680	n/a	65532	680	n/a	5180	678	n/a	6724	678	n/a	
1685	13309338	n/a	0	0	D9	N	0	00000000000	104	15.3	0.16	0.02	0.08	16672	104	n/a	288	102	n/a	48	66	n/a	200	90	n/a	
1686	13309582	n/a	0	0	D9	N	0	00000011000	68	15.3	0.19	0.03	0.08	34480	68	n/a	420	68	n/a	56	64	n/a	208	66	n/a	
1687	13310090	n/a	0	0	D9	N	0	01000000010	962	609	23.2	2.35	9.88	65532	962	n/a	14136	962	n/a	1160	956	n/a	1780	946	n/a	
1688	13310696	n/a	0	0	D9	N	0	00000000000	130	11.8	0.22	0.03	0.06	12260	130	n/a	520	130	n/a	56	104	n/a	92	110	n/a	
1689	13311237	n/a	0	0	D9	N	0	01000000010	774	467	38.0	3.50	8.56	65532	774	n/a	65532	740	n/a	6848	730	n/a	8364	734	n/a	
1690	13311493	n/a	0	0	D9	N	0	01000000010	770	439	38.1	3.43	9.24	65532	770	n/a	47992	724	n/a	4000	704	n/a	6680	726	n/a	
1691	13311531	n/a	0	0	D9	N	0	00000011000	60	8.20	0.07	0.01	0.03	15964	60	n/a	168	56	n/a	44	34	n/a	108	52	n/a	
1692	13312438	n/a	0	0	D9	N	0	01000000010	756	392	26.4	2.63	9.46	65532	756	n/a	23644	714	n/a	1912	702	n/a	3020	730	n/a	
1693	13312753	n/a	0	0	D9	N	0	01000000010	930	450	42.2	3.67	9.14	60436	930	n/a	41756	930	n/a	3228	928	n/a	4024	930	n/a	
1694	13313038	n/a	0	0	D9	N	0	01000000010	854	520	23.7	2.36	8.71	65532	854	n/a	20228	854	n/a	1612	848	n/a	2132	848	n/a	
1695	13314186	n/a	0	0	D9	N	0	01000000010	1050	552	50.3	4.35	11.3	63700	1050	n/a	45328	1002	n/a	3512	996	n/a	4420	1018	n/a	
1696	13314617	n/a	0	0	D9	N	0	00000011000	64	14.9	0.12	0.02	0.06	29528	64	n/a	252	64	n/a	48	58	n/a	152	64	n/a	
1697	13315451	n/a	0	0	D9	N	0	01000000010	990	413	50.1	4.22	8.67	65532	990	n/a	32676	990	n/a	2564	980	n/a	2836	976	n/a	
1698	13315547	n/a	0	0	D9	N	0	01001000010	1706	734	57.7	5.15	14.3	58728	1706	n/a	39800	1706	n/a	3068	1664	n/a	3440	1680	n/a	
1699	13315683	n/a	0	0	D9	N	0	10000000000	160	21.7	0.63	0.09	0.14	18176	160	n/a	1892	160	n/a	172	156	n/a	224	152	n/a	
1700	13318587	n/a	0	0	D9	N	0	00000011000	64	13.6	0.13	0.02	0.07	27348	64	n/a	340	64	n/a	64	54	n/a	188	64	n/a	
1701	13321066	n/a	0	0	D9	N	0	01000000010	518	363	40.0	3.67	11.0	65532	518	n/a	35616	510	n/a	2868	478	n/a	4604	486	n/a	
1702	13344392	n/a	0	0	D10	N	0	00000011100	64	8.88	0.05	0.01	0.01	17640	64	n/a	96	64	n/a	44	56	n/a	52	40	n/a	
1703	13359551	n/a	0	0	E1	N	0	01000000010	324	192	34.6	2.82	4.81	65532	324	n/a	54288	324	n/a	4288	300	n/a	5504	316	n/a	
1704	13359555	n/a	0	0	E1	N	0	01000000010	848	439	33.7	2.96	8.14	61196	848	n/a	30264	810	n/a	2372	798	n/a	3160	822	n/a	
1705	13359567	n/a	0	0	E1	N	0	01000000010	884	429	37.9	3.54	12.8	65532	884	n/a	33688	856	n/a	2728	854	n/a	3648	860	n/a	
1706	13359596	n/a	0	0	E1	N	0	01000000010	1000	630	40.2	3.66	10.7	65532	1000	n/a	36200	1000	n/a	2748	996	n/a	3700	998	n/a	
1707	13359626	n/a	0	0	E1	N	0	01000000010	840	430	37.0	3.18	7.30	57304	840	n/a	34108	840	n/a	2580	838	n/a	2936	834	n/a	
1708	13359646	n/a	0	0	E1	N	0	01000000010	354	183	27.3	2.26	4.02	65532	354	n/a	60880	354	n/a	4744	334	n/a	5840	342	n/a	
1709	13359658	n/a	0	0	E1	N	0	01000000000	306	112	5.04	0.49	1.93	65532	306	n/a	4780	306	n/a	392	274	n/a	1668	306	n/a	
1710	13359687	n/a	0	0	E1	N	0	01001000010	644	412	47.6	4.98	18.4	65532	644	n/a	65532	636	n/a	7832	610	n/a	10968	620	n/a	
1711	13359691	n/a	0	0	E1	N	0	01000000010	652	493	43.1	4.18	11.5	65532	652	n/a	65532	652	n/a	7300	652	n/a	8664	652	n/a	
1712	13359719	n/a	0	0	E1	N	0	01000000010	864	501	35.0	3.18	9.31	65532	864	n/a	38276	828	n/a	3032	830	n/a	3952	826	n/a	
1713	13359719	n/a	0	0	E1	N	0	01000000010	312	188	11.5	0.98	2.74	65532	312	n/a	20856	296	n/a	1608	292	n/a	2240	306	n/a	
1714	13359724	n/a	0	0	E1	N	0	01000000010	712	390	39.1	3.82	11.9	65532	712	n/a	65532	682	n/a	7196	682	n/a	10756	676	n/a	
1715	13359726	n/a	0	0	E1	N	0	01000000010	316	162	15.4	1.31	2.52	65532	316	n/a	16700	316	n/a	1312	316	n/a	1664	314	n/a	
1716	13359729	n/a	0	0	E1	N	0	01001000010	1192	710	71.2	6.28	18.8	65532	1192	n/a	44344	1192	n/a	3468	1182	n/a	4896	1186	n/a	
1717	13359735	n/a	0	0	E1	N	0	01000000010	994	675	46.1	4.70	12.7	65532	994	n/a	65532	994	n/a	7956	990	n/a	10420	992	n/a	
1718	13359740	n/a	0	0	E1	N	0	01000000010	826	474	44.2	3.82	9.05	62920	826	n/a	43564	804	n/a	3404	800	n/a	4028	814	n/a	
1719	13359754	n/a	0	0	E1	N	0	01001000010	1028	659	51.9	4.66	14.0	65532	1028	n/a	47152	966	n/a	3716	948	n/a	5132	972	n/a	
1720	13359779	n/a	0	0	E1	N	0	01000000010	750	479	40.7	3.78	10.7	65532	750	n/a	65532	750	n/a	5528	744	n/a	6820	742	n/a	
1721	13359788	n/a	0	0	E1	N	0	01000000010	612	367	36.6	3.43	10.7	65532	612	n/a	60924	612	n/a	4804	604	n/a	7324	604	n/a	
1722	13359800	n/a	0	0	E1	N	0	01000000010	932	563	31.9	3.07	10.3	65532	932	n/a	24628	932	n/a	1896	926	n/a	2452	912	n/a	
1723	13359811	n/a	0	0	E1	N	0	01000000010	418	257	27.3	2.44	6.49	65532	418	n/a	54440	416	n/a	4284	398	n/a	5548	412	n/a	
1724	13359828	n/a	0	0	E1	N	0	01000000010	372	153	23.7	1.90	2.95	65532	372	n/a	29840	364	n/a	2364	342	n/a	2584	352	n/a	
1725	13359831	n/a	0	0	E1	N	0	01000000010	902	542	32.0	3.02	10.1	65532	902	n/a	35504	884	n/a	2744	856	n/a	3900	898	n/a	
1726	13359836	n/a	0	0	E1	N	0	01000000010	436	172	14.0	1.23	2.73	65532	436	n/a	23008	434	n/a	1832	430	n/a	3248	428	n/a	
1727	13359837	n/a	0	0	E1	N	0	01001000010	880	494	37.4	3.61	15.4	65028	880	n/a	36828	826	n/a	2840	816	n/a	3968	836	n/a	
1728	13359869	n/a	0	0	E1	N	0	00000000000	310	67.1	6.48	0.54	0.83	26636	310	n/a	13908	310	n/a	1064	288	n/a	1272	306	n/a	
1729	13359869	n/a	0	0	E1	N	0	01000000010	878	585	43.8	3.95	11.5	65532	878	n/a	34784	878	n/a	2764	876	n/a	3560	874	n/a	
1730	13359892	n/a	0	0	E1	N	0	01000000010	734	259	18.5	1.61	3.51	48460	734	n/a	16852	690	n/a	1340	686	n/a	1860	698	n/a	
1731	13359901	n/a	0	0	E1	N	0	01000000010	228	119	23.0	1.88	3.29	65532	228	n/a	54400	228	n/a	4172	226	n/a	5232	226	n/a	
1732	13359907	n/a	0	0	E1	N	0	01000000010	882	432	28.3	2.78	11.6	55704	882	n/a	26924	864	n/a	2120	862	n/a	2992	868	n/a	
1733	13359938	n/a	0	0	E1	N	0	01000000010	536	182	14.2	1.24	2.64	37216	536	n/a	18892	536	n/a	1456	530	n/a	1772	536	n/a	
1734	13359963	n/a	0	0	E1	N	0	01000000010	746	322	27.6	2.36	4.53	44760	746	n/a	32176	746	n/a	2492	720	n/a	2960	726	n/a	
1735	13359968	n/a	0	0	E1	N	0	01000000010	898	555	39.3	3.57	10.4	61732	898	n/a	39700	898	n/a	3068	890	n/a	3720	890	n/a	
1736	13359979	n/a	0	0	E1	N	0	01000000010	408	221	18.0	1.55	3.16	65532	408	n/a	22196	394	n/a	1788	380	n/a	2172	398	n/a	
1737	13360004	n/a	0	0	E1	N	0	01000000010	968	422	37.7	3.35	8.79	65532	968	n/a	36632	968	n/a	2836	958	n/a	3740	956	n/a	
1738	13360008	n/a	0	0	E1	N	0	01000000010	608	290	26.3	2.31	4.63	59028	608	n/a	65532	594	n/a	5908	568	n/a	7604	572	n/a	
1739	13360011	n/a	0	0	E1	N	0	01000000010	422	171	19.2	1.64	3.19	65532	422	n/a	40920	414	n/a	3228	402	n/a	3964	404	n/a	
1740	13360011	n/a	0	0	E1	N	0	01000000010	754	303	24.9	2.12	4.03	43780	754	n/a	25972	754	n/a	1988	724	n/a	2448	742	n/a	
1741	13360048	n/a	0	0	E1	N	0	01000000010	612	218	19.0	1.58	2.90	39388	612	n/a	25368	612	n/a	1976	600	n/a	2500	602	n/a	
1742	13360057	n/a	0	0	E1	N	0	01000000010	494	247	28.9	2.46	5.00	65532	494	n/a	31128	494	n/a	2472	490	n/a	3196	486	n/a	
1743	13360065	n/a	0	0	E1	N	0	01000000010	876	464	35.9	3.31	11.0	60952	876	n/a	31420	876	n/a	2508	868	n/a	3152	870	n/a	
1744	13360068	n/a	0	0	E1	N	0	01000000010	714	436	41.0	3.65	10.2	65532	714	n/a	27988	714	n/a	2188	714	n/a	2712	714	n/a	
1745	13360068	n/a	0	0	E1	N	0	01000000010	498	188	22.2	1.84	3.03	51232	498	n/a	26200	498	n/a	2120	462	n/a	2988	496	n/a	
1746	13360080	n/a	0	0	E1	N	0	01000000010	882	480	41.8	3.69	9.39	65532	882	n/a	56308	882	n/a	4448	876	n/a	5496	878	n/a	
