Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
457	12721622	n/a	0	0	B7	N	0	01000000010	718	466	46.6	4.14	10.3	65532	718	n/a	65532	708	n/a	5804	704	n/a	6836	706	n/a	
458	12721740	n/a	0	0	B7	N	0	01001000010	956	622	44.6	4.14	14.9	65532	956	n/a	36040	956	n/a	2740	950	n/a	3616	956	n/a	
459	12721805	n/a	0	0	B7	N	0	01000000010	822	402	52.0	4.50	10.2	65532	822	n/a	45340	822	n/a	3516	820	n/a	4392	818	n/a	
460	12721813	n/a	0	0	B7	N	0	00000011000	60	9.82	0.07	0.02	0.05	20468	60	n/a	160	60	n/a	64	60	n/a	156	56	n/a	
461	12722463	n/a	0	0	B7	N	0	01000000010	1086	667	39.1	3.58	10.9	65532	1086	n/a	29212	1014	n/a	2300	1000	n/a	2700	1032	n/a	
462	12722560	n/a	0	0	B7	N	0	00000011000	64	16.0	0.11	0.02	0.05	34576	64	n/a	264	60	n/a	60	56	n/a	160	48	n/a	
463	12722613	n/a	0	0	B7	N	0	01000000010	906	525	48.9	4.29	10.2	60692	906	n/a	61152	906	n/a	4768	892	n/a	6140	890	n/a	
464	12722828	n/a	0	0	B7	N	0	01000000010	846	444	41.2	3.67	9.02	65532	846	n/a	60668	846	n/a	4800	838	n/a	6096	846	n/a	
465	12723012	n/a	0	0	B7	N	0	01000000010	800	535	42.8	3.82	9.79	65532	800	n/a	44864	800	n/a	3512	790	n/a	4600	782	n/a	
466	12724220	n/a	0	0	B7	N	0	00000011000	64	16.2	0.19	0.02	0.08	33244	64	n/a	564	64	n/a	84	46	n/a	244	58	n/a	
467	12725080	n/a	0	0	B7	N	0	01000000010	818	377	42.6	3.83	11.8	65532	818	n/a	24140	818	n/a	1880	814	n/a	3116	810	n/a	
468	12725253	n/a	0	0	B7	N	0	00000000000	110	10.9	0.36	0.04	0.08	15024	110	n/a	860	110	n/a	84	106	n/a	220	94	n/a	
469	12727227	n/a	0	0	B7	N	0	01001000010	720	472	49.8	4.59	14.5	65532	720	n/a	33012	702	n/a	2592	666	n/a	3940	696	n/a	
470	12727557	n/a	0	0	B7	N	0	00000011000	62	8.34	0.05	0.02	0.04	15760	62	n/a	108	62	n/a	56	56	n/a	108	62	n/a	
471	12728407	n/a	0	0	B7	N	0	00000000000	94	6.88	0.04	0.02	0.02	7192	94	n/a	60	92	n/a	44	76	n/a	56	74	n/a	
472	12728856	n/a	0	0	B7	N	0	00000011100	68	5.61	0.03	0.01	0.00	8912	68	n/a	68	64	n/a	32	42	n/a	32	24	n/a	
473	12730589	n/a	0	0	B7	N	0	01000000010	840	531	38.1	3.51	11.7	65532	840	n/a	50880	840	n/a	3964	832	n/a	4976	830	n/a	
474	12731162	n/a	0	0	B7	N	0	00000011000	60	12.3	0.08	0.01	0.05	27128	60	n/a	168	58	n/a	44	50	n/a	144	44	n/a	
475	12731857	n/a	0	0	B7	N	0	00000011100	70	4.24	0.04	0.01	0.01	5964	70	n/a	88	68	n/a	40	48	n/a	52	46	n/a	
476	12740133	n/a	0	0	B8	N	0	00000000000	78	21.8	0.20	0.03	0.17	35224	78	n/a	404	78	n/a	76	76	n/a	408	78	n/a	
477	12740546	n/a	0	0	B8	N	0	00000011100	64	10.9	0.16	0.03	0.05	20840	64	n/a	504	64	n/a	76	62	n/a	124	64	n/a	
478	12741076	n/a	0	0	B8	N	0	00000011000	62	9.20	0.13	0.02	0.04	17356	62	n/a	376	62	n/a	56	56	n/a	116	56	n/a	
479	12741600	n/a	0	0	B8	N	0	10000000000	200	21.3	0.10	0.03	0.03	12152	200	n/a	92	194	n/a	52	138	n/a	68	110	n/a	
480	12767872	n/a	0	0	B9	N	0	00000011100	62	3.22	0.02	0.01	0.01	4640	62	n/a	56	60	n/a	40	52	n/a	56	46	n/a	
481	12770965	n/a	0	0	B9	N	0	01000000010	868	481	25.4	2.41	7.44	64864	868	n/a	21336	868	n/a	1700	854	n/a	2216	852	n/a	
482	12770968	n/a	0	0	B9	N	0	01000000010	846	476	34.2	3.11	9.76	60056	846	n/a	47928	816	n/a	3756	816	n/a	4672	818	n/a	
483	12770969	n/a	0	0	B9	N	0	01001000010	906	525	65.2	5.81	19.2	65532	906	n/a	42732	906	n/a	3236	900	n/a	4588	894	n/a	
484	12771057	n/a	0	0	B9	N	0	01000000010	754	425	33.0	3.53	8.92	65532	754	n/a	65532	754	n/a	8844	748	n/a	10948	742	n/a	
485	12771076	n/a	0	0	B9	N	0	01000000010	960	606	44.2	4.08	12.7	65532	960	n/a	52196	960	n/a	4016	952	n/a	4920	952	n/a	
486	12771088	n/a	0	0	B9	N	0	01000000010	1004	484	43.2	3.79	9.21	65404	1004	n/a	45372	1004	n/a	3560	992	n/a	4788	998	n/a	
487	12771092	n/a	0	0	B9	N	0	01000000010	974	630	30.5	2.94	9.82	65532	974	n/a	27000	974	n/a	2140	962	n/a	2556	970	n/a	
488	12771092	n/a	0	0	B9	N	0	01000000010	880	517	38.0	3.37	9.37	64180	880	n/a	37788	878	n/a	2884	858	n/a	3668	866	n/a	
489	12771093	n/a	0	0	B9	N	0	01000000010	526	230	18.6	1.49	3.00	49568	526	n/a	23260	526	n/a	1800	504	n/a	2144	516	n/a	
490	12771093	n/a	0	0	B9	N	0	01001000010	700	439	35.6	3.47	13.3	65532	700	n/a	53772	700	n/a	4320	694	n/a	8032	700	n/a	
491	12771118	n/a	0	0	B9	N	0	01000000010	976	607	30.1	2.89	9.73	65532	976	n/a	28768	976	n/a	2236	976	n/a	3088	976	n/a	
492	12771120	n/a	0	0	B9	N	0	01000000010	902	546	39.0	3.51	9.38	64644	902	n/a	38940	902	n/a	3088	888	n/a	4544	884	n/a	
493	12771121	n/a	0	0	B9	N	0	01000000010	850	445	39.9	3.52	8.73	60912	850	n/a	45944	850	n/a	3636	838	n/a	4560	842	n/a	
494	12771130	n/a	0	0	B9	N	0	00000000000	112	37.2	0.39	0.07	0.34	40272	112	n/a	564	112	n/a	108	110	n/a	516	106	n/a	
495	12771132	n/a	0	0	B9	N	0	01000000010	262	184	30.5	2.55	4.86	65532	262	n/a	63296	262	n/a	4960	258	n/a	6532	262	n/a	
496	12771142	n/a	0	0	B9	N	0	01000000010	694	449	39.9	3.62	10.1	65532	694	n/a	27760	664	n/a	2288	638	n/a	3520	666	n/a	
497	12771158	n/a	0	0	B9	N	0	01000000010	970	529	41.1	3.61	9.17	58768	970	n/a	36084	920	n/a	2836	886	n/a	3600	906	n/a	
498	12771164	n/a	0	0	B9	N	0	01000000010	728	494	34.1	3.00	7.79	65532	728	n/a	34748	728	n/a	2732	726	n/a	3368	728	n/a	
499	12771196	n/a	0	0	B9	N	0	01000000010	850	482	27.7	2.54	7.91	65532	850	n/a	22964	812	n/a	1756	812	n/a	2340	828	n/a	
500	12771197	n/a	0	0	B9	N	0	01000000010	1620	467	32.6	3.04	9.32	36292	1620	n/a	18740	1620	n/a	1448	1562	n/a	1632	1614	n/a	
501	12771198	n/a	0	0	B9	N	0	01000000010	588	308	33.1	2.80	5.48	58224	588	n/a	65532	588	n/a	6016	580	n/a	7064	586	n/a	
502	12771208	n/a	0	0	B9	N	0	01000000010	974	589	47.1	4.25	12.1	63200	974	n/a	61476	974	n/a	4780	972	n/a	5380	972	n/a	
503	12771233	n/a	0	0	B9	N	0	01000000010	594	366	39.7	3.52	8.39	57864	594	n/a	65532	594	n/a	5732	594	n/a	6808	594	n/a	
504	12771242	n/a	0	0	B9	N	0	01000000010	936	545	34.1	3.07	9.90	65532	936	n/a	31320	936	n/a	2448	922	n/a	2912	922	n/a	
505	12771252	n/a	0	0	B9	N	0	01000000010	814	437	33.5	2.89	7.68	58640	814	n/a	60144	770	n/a	4676	764	n/a	6368	794	n/a	
506	12771261	n/a	0	0	B9	N	0	01001000010	874	607	42.5	4.17	14.6	65532	874	n/a	65532	826	n/a	6840	814	n/a	8652	836	n/a	
507	12771278	n/a	0	0	B9	N	0	01000000010	614	433	49.6	4.39	11.5	65532	614	n/a	45144	614	n/a	3544	602	n/a	4712	604	n/a	
508	12771306	n/a	0	0	B9	N	0	01000000010	852	459	30.9	2.83	9.52	65532	852	n/a	26912	802	n/a	2168	790	n/a	2600	808	n/a	
509	12771307	n/a	0	0	B9	N	0	00001000000	2370	1463	125	10.6	29.5	65532	2370	n/a	65532	2370	n/a	6132	2320	n/a	6780	2360	n/a	
510	12771314	n/a	0	0	B9	N	0	01000000010	716	390	38.4	3.59	12.4	65532	716	n/a	46008	716	n/a	3652	716	n/a	5372	714	n/a	
511	12771321	n/a	0	0	B9	N	0	01000000010	868	543	37.5	3.43	9.51	65532	868	n/a	52460	868	n/a	4176	856	n/a	5304	866	n/a	
512	12771326	n/a	0	0	B9	N	0	01000000010	696	344	27.2	2.31	5.15	65532	696	n/a	64228	666	n/a	5020	632	n/a	5844	666	n/a	
513	12771331	n/a	0	0	B9	N	0	01000000010	1036	713	52.0	4.64	12.7	65532	1036	n/a	46772	990	n/a	3632	976	n/a	4636	1010	n/a	
514	12771338	n/a	0	0	B9	N	0	01000000010	976	546	39.1	3.48	9.93	62656	976	n/a	34820	936	n/a	2784	924	n/a	3668	950	n/a	
515	12771349	n/a	0	0	B9	N	0	01001000010	1428	534	59.9	5.24	16.8	46704	1428	n/a	37724	1398	n/a	2916	1360	n/a	3696	1384	n/a	
516	12771354	n/a	0	0	B9	N	0	01000000010	636	235	27.4	2.25	3.99	44140	636	n/a	31508	632	n/a	2432	612	n/a	2936	606	n/a	
517	12771364	n/a	0	0	B9	N	0	01000000010	812	403	32.4	2.97	9.03	60008	812	n/a	26820	812	n/a	2116	794	n/a	2844	806	n/a	
518	12771368	n/a	0	0	B9	N	0	01000000010	866	460	39.5	3.50	9.84	56928	866	n/a	35268	830	n/a	2788	818	n/a	3628	838	n/a	
519	12771374	n/a	0	0	B9	N	0	01000000010	948	599	45.9	4.07	11.3	65532	948	n/a	44552	898	n/a	3448	878	n/a	4264	904	n/a	
520	12771378	n/a	0	0	B9	N	0	01000000010	1032	602	41.9	3.91	12.9	65136	1032	n/a	46888	1032	n/a	3600	1026	n/a	4932	1028	n/a	
521	12771381	n/a	0	0	B9	N	0	01000000010	886	463	37.3	3.34	10.1	63796	886	n/a	36540	852	n/a	2844	840	n/a	3588	850	n/a	
522	12771390	n/a	0	0	B9	N	0	10000000000	170	14.9	0.28	0.03	0.05	8136	170	n/a	468	170	n/a	84	136	n/a	104	136	n/a	
523	12771391	n/a	0	0	B9	N	0	01000000010	552	382	29.0	2.85	10.2	65532	552	n/a	22524	552	n/a	1844	552	n/a	3072	552	n/a	
524	12771393	n/a	0	0	B9	N	0	01000000010	934	433	45.7	4.05	10.6	65532	934	n/a	44984	850	n/a	3676	834	n/a	7368	872	n/a	
525	12771395	n/a	0	0	B9	N	0	01000000010	946	628	37.4	3.48	10.5	65532	946	n/a	46400	946	n/a	3604	924	n/a	5000	930	n/a	
526	12771404	n/a	0	0	B9	N	0	01000000010	550	319	25.6	2.23	5.15	65532	550	n/a	42012	550	n/a	3328	514	n/a	4632	538	n/a	
527	12771409	n/a	0	0	B9	N	0	01000000010	918	504	37.9	3.38	9.89	61436	918	n/a	34728	876	n/a	2736	856	n/a	3308	882	n/a	
528	12771420	n/a	0	0	B9	N	0	01000000010	778	435	42.5	3.70	8.95	65532	778	n/a	49960	778	n/a	3924	776	n/a	5284	776	n/a	
529	12771426	n/a	0	0	B9	N	0	01000000010	618	391	41.1	3.78	13.0	65532	618	n/a	39668	618	n/a	3132	610	n/a	4524	604	n/a	
530	12771439	n/a	0	0	B9	N	0	01000000010	948	611	36.8	3.47	11.0	65532	948	n/a	33764	948	n/a	2676	942	n/a	3376	940	n/a	
531	12771450	n/a	0	0	B9	N	0	01000000010	916	480	21.3	2.07	6.82	62456	916	n/a	19104	870	n/a	1532	854	n/a	1864	862	n/a	
532	12771456	n/a	0	0	B9	N	0	01001000010	1016	557	47.0	4.40	16.7	65532	1016	n/a	42372	968	n/a	3328	948	n/a	4356	966	n/a	
533	12771461	n/a	0	0	B9	N	0	01000000010	950	466	27.6	2.51	7.96	62168	950	n/a	28504	902	n/a	2204	886	n/a	2740	894	n/a	
534	12771467	n/a	0	0	B9	N	0	01000000010	938	541	33.0	3.13	10.4	64444	938	n/a	27848	900	n/a	2176	894	n/a	2784	906	n/a	
535	12771486	n/a	0	0	B9	N	0	01000000010	818	432	27.8	2.64	9.02	65532	818	n/a	27444	818	n/a	2176	800	n/a	3256	810	n/a	
536	12771490	n/a	0	0	B9	N	0	01000000010	1052	640	41.8	3.82	11.2	65532	1052	n/a	38092	1052	n/a	2932	1040	n/a	3356	1034	n/a	
537	12771492	n/a	0	0	B9	N	0	01001000010	1086	760	89.5	8.09	23.9	65532	1086	n/a	44124	1086	n/a	3440	1082	n/a	6104	1086	n/a	
538	12771498	n/a	0	0	B9	N	0	01000000010	390	229	14.5	1.32	3.81	65532	390	n/a	27648	390	n/a	2224	370	n/a	3564	386	n/a	
539	12771507	n/a	0	0	B9	N	0	01000000010	668	280	17.1	1.50	3.53	46912	668	n/a	21204	668	n/a	1600	634	n/a	1800	660	n/a	
540	12771521	n/a	0	0	B9	N	0	01000000010	636	263	25.8	2.14	3.74	50624	636	n/a	36704	624	n/a	2848	620	n/a	3152	606	n/a	
541	12771544	n/a	0	0	B9	N	0	01001000010	690	445	32.3	3.21	13.8	65532	690	n/a	55272	680	n/a	4356	680	n/a	5892	682	n/a	
542	12771553	n/a	0	0	B9	N	0	01000000010	912	458	37.8	3.51	9.19	65532	912	n/a	65532	912	n/a	6596	900	n/a	8408	902	n/a	
543	12771559	n/a	0	0	B9	N	0	01000000010	1048	647	34.7	3.14	9.58	65532	1048	n/a	32144	1000	n/a	2516	990	n/a	2892	1016	n/a	
544	12771580	n/a	0	0	B9	N	0	01001000010	912	597	41.0	3.92	14.9	65532	912	n/a	52688	870	n/a	4308	858	n/a	7768	886	n/a	
545	12771593	n/a	0	0	B9	N	0	01000000010	734	389	26.0	2.37	7.26	52920	734	n/a	47472	694	n/a	3672	676	n/a	5188	698	n/a	
546	12771598	n/a	0	0	B9	N	0	01001000010	994	587	46.5	4.36	14.5	65532	994	n/a	41760	994	n/a	3332	982	n/a	4652	978	n/a	
547	12771744	n/a	0	0	B9	N	0	01000000010	1082	667	40.6	3.84	12.3	65532	1082	n/a	34236	1082	n/a	2752	1058	n/a	3780	1064	n/a	
548	12771772	n/a	0	0	B9	N	0	01000000010	976	487	49.8	4.44	11.0	59484	976	n/a	52276	976	n/a	4224	968	n/a	4968	966	n/a	
549	12771779	n/a	0	0	B9	N	0	01000000010	462	289	34.2	3.19	10.3	65532	462	n/a	29324	462	n/a	2348	432	n/a	3964	452	n/a	
550	12771780	n/a	0	0	B9	N	0	01000000010	860	507	40.4	3.57	9.34	65532	860	n/a	44492	806	n/a	3516	818	n/a	4996	820	n/a	
551	12771836	n/a	0	0	B9	N	0	01000000010	782	536	25.0	2.44	8.92	65532	782	n/a	22640	782	n/a	1740	782	n/a	2328	782	n/a	
552	12771866	n/a	0	0	B9	N	0	01000000010	780	534	42.7	3.92	12.2	65532	780	n/a	41680	780	n/a	3276	778	n/a	4192	774	n/a	
553	12771896	n/a	0	0	B9	N	0	01000000010	648	307	24.6	2.09	4.93	54736	648	n/a	49908	624	n/a	3896	608	n/a	5116	630	n/a	
554	12771900	n/a	0	0	B9	N	0	01000000010	470	289	46.4	4.16	12.6	65532	470	n/a	40288	460	n/a	3216	434	n/a	6760	444	n/a	
555	12771903	n/a	0	0	B9	N	0	00000000000	136	13.3	0.30	0.04	0.09	12860	136	n/a	936	132	n/a	92	104	n/a	200	122	n/a	
556	12771930	n/a	0	0	B9	N	0	01000000010	674	301	34.3	2.92	6.09	50628	674	n/a	36256	674	n/a	2796	674	n/a	3376	672	n/a	
557	12771946	n/a	0	0	B9	N	0	00000011100	74	10.7	0.08	0.02	0.06	18840	74	n/a	132	74	n/a	44	68	n/a	128	62	n/a	
558	12772110	n/a	0	0	B9	N	0	01000000010	626	320	27.5	2.36	5.02	54580	626	n/a	39096	626	n/a	3016	622	n/a	3564	624	n/a	
559	12772183	n/a	0	0	B9	N	0	01000000010	362	192	39.1	3.27	5.80	65532	362	n/a	65532	362	n/a	5964	336	n/a	7492	344	n/a	
560	12772262	n/a	0	0	B9	N	0	01000000010	718	479	33.0	3.00	8.58	65532	718	n/a	32220	718	n/a	2516	718	n/a	3096	712	n/a	
561	12772310	n/a	0	0	B9	N	0	00000011100	66	9.49	0.09	0.02	0.05	17368	66	n/a	192	66	n/a	52	58	n/a	120	64	n/a	
562	12772310	n/a	0	0	B9	N	0	00000011100	64	11.2	0.09	0.01	0.06	24252	64	n/a	188	64	n/a	40	56	n/a	140	64	n/a	
563	12772334	n/a	0	0	B9	N	0	01000000010	434	130	26.4	2.14	3.63	65532	434	n/a	35784	434	n/a	2812	406	n/a	3436	434	n/a	
564	12772334	n/a	0	0	B9	N	0	00000011000	64	12.3	0.10	0.01	0.04	23172	64	n/a	280	62	n/a	48	48	n/a	120	54	n/a	
565	12772395	n/a	0	0	B9	N	0	01000000010	422	279	25.5	2.15	4.40	65532	422	n/a	30060	420	n/a	2348	410	n/a	2860	410	n/a	
566	12772451	n/a	0	0	B9	N	0	01000000010	822	408	39.2	3.38	9.15	65532	822	n/a	41784	776	n/a	3248	770	n/a	4352	766	n/a	
567	12772487	n/a	0	0	B9	N	0	00000000000	114	33.5	0.27	0.04	0.24	38684	114	n/a	400	110	n/a	72	106	n/a	348	102	n/a	
568	12772493	n/a	0	0	B9	N	0	00000011000	66	18.9	0.37	0.05	0.17	39344	66	n/a	1172	66	n/a	128	60	n/a	496	60	n/a	
569	12772545	n/a	0	0	B9	N	0	01000000010	566	355	52.4	4.55	11.5	65532	566	n/a	51204	562	n/a	4028	520	n/a	5392	556	n/a	
570	12772673	n/a	0	0	B9	N	0	00000000000	78	22.0	0.14	0.02	0.11	45672	78	n/a	300	78	n/a	52	68	n/a	244	68	n/a	
571	12772683	n/a	0	0	B9	N	0	01000000010	854	519	34.2	3.14	9.23	65532	854	n/a	63308	804	n/a	5032	796	n/a	7108	818	n/a	
572	12772710	n/a	0	0	B9	N	0	01001000000	322	208	3.46	1.07	22.4	65532	322	n/a	1552	320	n/a	516	308	n/a	10748	320	n/a	
573	12772752	n/a	0	0	B9	N	0	10000000000	168	19.4	0.15	0.03	0.05	13904	168	n/a	160	168	n/a	44	132	n/a	88	134	n/a	
574	12772876	n/a	0	0	B9	N	0	01000000010	318	189	30.8	2.57	4.79	65532	318	n/a	43456	318	n/a	3456	318	n/a	4848	318	n/a	
575	12772946	n/a	0	0	B9	N	0	01001000010	916	554	43.3	4.10	14.0	61412	916	n/a	40068	916	n/a	3216	892	n/a	4504	906	n/a	
576	12772988	n/a	0	0	B9	N	0	01000000010	862	538	38.5	3.55	11.4	65532	862	n/a	62184	812	n/a	4984	794	n/a	6396	820	n/a	
577	12773492	n/a	0	0	B9	N	0	00000011000	60	11.6	0.10	0.02	0.07	26920	60	n/a	280	58	n/a	48	56	n/a	176	58	n/a	
578	12773537	n/a	0	0	B9	N	0	01000000010	660	331	37.7	3.40	9.41	65532	660	n/a	30504	660	n/a	2440	660	n/a	3080	660	n/a	
579	12773574	n/a	0	0	B9	N	0	00000000000	100	39.7	0.58	0.09	0.32	50564	100	n/a	920	100	n/a	140	100	n/a	592	92	n/a	
580	12773574	n/a	0	0	B9	N	0	00000011000	70	16.9	0.15	0.01	0.05	31648	70	n/a	452	70	n/a	52	54	n/a	144	58	n/a	
581	12773647	n/a	0	0	B9	N	0	10000000000	174	16.7	0.27	0.05	0.10	9256	174	n/a	344	174	n/a	60	158	n/a	120	162	n/a	
582	12773761	n/a	0	0	B9	N	0	10000000000	206	16.6	0.49	0.06	0.11	7692	206	n/a	680	206	n/a	84	194	n/a	124	188	n/a	
583	12773805	n/a	0	0	B9	N	0	01000000010	970	551	34.6	3.16	9.28	65420	970	n/a	29848	970	n/a	2320	952	n/a	2832	960	n/a	
584	12773885	n/a	0	0	B9	N	0	00000011000	62	16.0	0.12	0.03	0.13	35928	62	n/a	388	58	n/a	80	56	n/a	360	52	n/a	
585	12773967	n/a	0	0	B9	N	0	10000000000	182	16.4	0.27	0.04	0.07	8524	182	n/a	412	176	n/a	56	158	n/a	72	164	n/a	
586	12774029	n/a	0	0	B9	N	0	01000000000	244	168	5.19	1.03	8.65	65532	244	n/a	3164	244	n/a	616	236	n/a	5492	240	n/a	
587	12774154	n/a	0	0	B9	N	0	10000000000	178	29.9	0.36	0.08	0.27	29324	178	n/a	464	178	n/a	80	172	n/a	324	176	n/a	
588	12774272	n/a	0	0	B9	N	0	01000000010	884	465	23.8	2.30	8.56	65532	884	n/a	22148	884	n/a	1728	872	n/a	2352	870	n/a	
589	12774342	n/a	0	0	B9	N	0	01000000010	550	340	52.0	4.44	10.6	65532	550	n/a	49208	538	n/a	3860	508	n/a	6436	518	n/a	
590	12774423	n/a	0	0	B9	N	0	01000000010	1044	677	47.2	4.24	12.3	65532	1044	n/a	40508	1044	n/a	3124	1030	n/a	3784	1038	n/a	
591	12774627	n/a	0	0	B9	N	0	00000000000	130	73.2	1.57	0.29	2.52	65532	130	n/a	2128	130	n/a	412	118	n/a	3264	126	n/a	
592	12774655	n/a	0	0	B9	N	0	01001000000	514	387	8.62	1.65	14.8	65532	514	n/a	2224	510	n/a	444	500	n/a	4008	506	n/a	
593	12774869	n/a	0	0	B9	N	0	00000000000	80	23.6	0.28	0.04	0.13	38756	80	n/a	704	80	n/a	112	70	n/a	300	66	n/a	
594	12774869	n/a	0	0	B9	N	0	00000011000	62	14.9	0.15	0.03	0.08	32148	62	n/a	420	62	n/a	72	60	n/a	252	56	n/a	
595	12774869	n/a	0	0	B9	N	0	00000011000	60	14.4	0.11	0.02	0.05	33792	60	n/a	408	60	n/a	52	46	n/a	192	52	n/a	
596	12775274	n/a	0	0	B9	N	0	00000011000	64	15.9	0.10	0.02	0.07	32772	64	n/a	248	64	n/a	88	58	n/a	148	62	n/a	
597	12775289	n/a	0	0	B9	N	0	00000000000	128	15.1	0.47	0.06	0.11	17832	128	n/a	1032	128	n/a	132	120	n/a	216	120	n/a	
598	12775295	n/a	0	0	B9	N	0	00000011000	62	14.5	0.12	0.02	0.08	31168	62	n/a	312	62	n/a	68	58	n/a	244	62	n/a	
599	12775295	n/a	0	0	B9	N	0	00000011000	68	16.8	0.25	0.03	0.06	33152	68	n/a	772	68	n/a	76	54	n/a	220	60	n/a	
600	12775993	n/a	0	0	B9	N	0	00000011000	60	15.0	0.10	0.01	0.08	35756	60	n/a	304	58	n/a	52	46	n/a	260	54	n/a	
601	12776201	n/a	0	0	B9	N	0	00000011100	74	12.1	0.12	0.03	0.19	19436	74	n/a	204	74	n/a	60	66	n/a	424	72	n/a	
602	12776341	n/a	0	0	B9	N	0	00000011000	60	8.63	0.10	0.02	0.03	17236	60	n/a	296	60	n/a	52	58	n/a	108	50	n/a	
603	12776341	n/a	0	0	B9	N	0	00000011000	60	9.37	0.12	0.02	0.06	20048	60	n/a	364	60	n/a	76	56	n/a	184	56	n/a	
604	12776390	n/a	0	0	B9	N	0	00000011000	60	13.2	0.08	0.02	0.05	30836	60	n/a	236	58	n/a	60	50	n/a	156	52	n/a	
605	12776557	n/a	0	0	B9	N	0	00000011000	60	13.8	0.21	0.03	0.07	31588	60	n/a	672	60	n/a	96	60	n/a	240	58	n/a	
606	12776627	n/a	0	0	B9	N	0	00000000100	80	4.89	0.04	0.01	0.01	5952	80	n/a	88	74	n/a	44	62	n/a	44	40	n/a	
607	12777096	n/a	0	0	B9	N	0	00000000000	76	17.0	0.12	0.02	0.08	26572	76	n/a	248	74	n/a	48	58	n/a	184	60	n/a	
608	12777108	n/a	0	0	B9	N	0	00000011000	60	10.5	0.09	0.02	0.06	22744	60	n/a	228	60	n/a	60	56	n/a	160	58	n/a	
609	12777520	n/a	0	0	B9	N	0	00000011000	64	15.7	0.10	0.02	0.07	33148	64	n/a	224	64	n/a	52	60	n/a	200	62	n/a	
610	12777645	n/a	0	0	B9	N	0	00000011000	74	17.7	0.12	0.02	0.08	31176	74	n/a	208	74	n/a	56	70	n/a	160	70	n/a	
611	12778487	n/a	0	0	B9	N	0	00000000000	114	13.1	0.34	0.04	0.09	13884	114	n/a	536	114	n/a	76	104	n/a	140	106	n/a	
612	12778911	n/a	0	0	B9	N	0	00000000000	76	18.6	0.13	0.02	0.08	30128	76	n/a	240	76	n/a	84	64	n/a	196	74	n/a	
613	12779200	n/a	0	0	B9	N	0	01000000010	926	604	35.2	3.26	10.0	65532	926	n/a	34804	926	n/a	2728	912	n/a	3548	918	n/a	
614	12780087	n/a	0	0	B9	N	0	01001000010	872	519	44.6	4.05	13.1	65532	872	n/a	39940	822	n/a	3048	824	n/a	3992	834	n/a	
615	12781203	n/a	0	0	B9	N	0	01000000010	640	436	52.9	4.67	12.5	65532	640	n/a	34984	640	n/a	2848	632	n/a	3884	640	n/a	
616	12788382	n/a	0	0	B10	N	0	00000011100	72	4.13	0.03	0.01	0.01	5448	72	n/a	72	66	n/a	40	48	n/a	36	32	n/a	
617	12791610	n/a	0	0	B10	N	0	00000000100	82	4.84	0.03	0.01	0.00	5568	82	n/a	68	76	n/a	32	64	n/a	32	32	n/a	
618	12825350	n/a	0	0	C1	N	0	01000000010	904	554	38.1	3.50	11.7	65532	904	n/a	32184	882	n/a	2524	878	n/a	2968	884	n/a	
619	12825350	n/a	0	0	C1	N	0	01000000010	344	205	26.5	2.14	3.99	65532	344	n/a	33960	344	n/a	2632	340	n/a	3024	332	n/a	
620	12825388	n/a	0	0	C1	N	0	01000000010	996	609	52.6	4.79	12.4	65532	996	n/a	65532	996	n/a	6536	996	n/a	8220	992	n/a	
621	12825396	n/a	0	0	C1	N	0	01000000010	724	332	25.1	2.16	4.83	50856	724	n/a	26572	678	n/a	2096	654	n/a	2380	680	n/a	
622	12825430	n/a	0	0	C1	N	0	01000000010	888	481	27.8	2.62	9.43	58248	888	n/a	25644	848	n/a	2008	830	n/a	2308	850	n/a	
623	12825445	n/a	0	0	C1	N	0	01000000010	992	573	23.8	2.35	8.90	65532	992	n/a	16964	992	n/a	1336	982	n/a	1776	974	n/a	
624	12825450	n/a	0	0	C1	N	0	01000000010	668	256	27.4	2.31	4.78	45996	668	n/a	33496	668	n/a	2572	662	n/a	3084	656	n/a	
625	12825456	n/a	0	0	C1	N	0	01000000010	990	542	48.4	4.32	10.7	58416	990	n/a	65532	990	n/a	5616	978	n/a	7228	982	n/a	
626	12825461	n/a	0	0	C1	N	0	01000000010	908	505	25.9	2.46	8.01	65532	908	n/a	21152	862	n/a	1640	860	n/a	2196	874	n/a	
627	12825472	n/a	0	0	C1	N	0	01000000010	796	407	29.1	2.83	12.8	60160	796	n/a	29388	760	n/a	2212	768	n/a	4620	780	n/a	
628	12825474	n/a	0	0	C1	N	0	01000000010	804	511	36.9	3.35	9.39	63840	804	n/a	65532	766	n/a	5560	762	n/a	6900	776	n/a	
629	12825488	n/a	0	0	C1	N	0	01000000010	592	143	14.6	1.24	2.44	60008	592	n/a	13972	590	n/a	1072	534	n/a	1364	590	n/a	
630	12825488	n/a	0	0	C1	N	0	01000000010	758	431	38.0	3.41	9.56	65532	758	n/a	39672	758	n/a	3116	758	n/a	4088	750	n/a	
631	12825500	n/a	0	0	C1	N	0	01000000010	670	281	25.6	2.13	4.00	43024	670	n/a	38492	646	n/a	3048	626	n/a	3548	650	n/a	
